sample_id,label,label_name,PC1,PC2,PC3,PC4,source,soft_sample_description
GSM121554,0,control,-60.12771247985667,26.766876414378004,-43.30658971993133,-34.93647515455979,GDS2509,"Value for GSM121554: liver, wt mouse, sample WT4; src: liver RNA, wt mouse"
GSM121555,0,control,-56.025850550082225,-92.93781729575726,-2.552278148242237,35.150629110854396,GDS2509,"Value for GSM121555: liver, wt mouse, sample WT5; src: liver RNA, WT  mouse"
GSM121556,0,control,-60.902686035095954,61.90462064450933,57.5282116545928,8.610858365531554,GDS2509,"Value for GSM121556: liver, WT mouse, sample WT6; src: Liver RNA, WT mice"
GSM121547,1,wilsons_disease,71.28817483619375,26.837202624223643,-1.5342788631469362,70.97381684975196,GDS2509,"Value for GSM121547: liver, ATP7B KO mouse, sample KO903; src: liver RNA, ATP 7B KO mouse (first described Hum. Mol. Genet. (1999) 8:1665-1671)"
GSM121550,1,wilsons_disease,64.7725038290786,-34.28535203326416,53.899784617849434,-58.67356216143729,GDS2509,"Value for GSM121550: liver, ATP7B KO mouse, sample KO904; src: liver RNA, ATP 7B KO mouse (first described Hum. Mol. Genet. (1999) 8:1665-1671)"
GSM121552,1,wilsons_disease,40.99557039976261,11.714469645910329,-64.03484954112172,-21.125267010140877,GDS2509,"Value for GSM121552: liver, ATP7B KO mouse, sample KO905; src: liver RNA, ATP 7B KO mouse (first described Hum. Mol. Genet. (1999) 8:1665-1671)"
